7501031001,7501031,MANANGGU,0.5273958,122.1320237
7501031002,7501031,TABULO,0.5042952,122.1391217
7501031003,7501031,BENDUNGAN,0.839889,122.1178261
7501031004,7501031,KAARUYAN,0.6980554,122.1689284
7501031005,7501031,SALILAMA,0.5031754,122.1604131
7501031006,7501031,BUTI,0.690253,122.1348629
7501031007,7501031,PONTOLO,0.5531912,122.1802812
7501031008,7501031,KERAMAT,0.4872081,122.1490582
7501031009,7501031,"TABULO SELATAN",0.4063065,122.119246
7501040007,7501040,LAMU,0.5123163,122.3164207
7501040008,7501040,BAJO,0.4542625,122.3305918
7501040009,7501040,"PENTADU BARAT",0.5101715,122.3419274
7501040010,7501040,MODELOMO,0.5191991,122.3376767
7501040011,7501040,HUNGAYONAA,0.5301819,122.3419274
7501040012,7501040,AYUHULALO,0.6006313,122.2937428
7501040013,7501040,PILOLIYANGA,0.600481,122.3164207
7501040014,7501040,LIMBATO,0.5336473,122.3483031
7501040015,7501040,MOHUNGO,0.5280645,122.3617618
7501040016,7501040,"PENTADU TIMUR",0.514076,122.3589285
7501040017,7501040,LAHUMBO,0.5962819,122.3447611
7501040018,7501040,TENILO,0.5299493,122.3815924
7501041001,7501041,DULUPI,0.5877446,122.424074
7501041002,7501041,PANGI,0.5598863,122.3957548
7501041003,7501041,"TANGGA JAYA",0.5959829,122.3900901
7501041004,7501041,POLOHUNGO,0.5756188,122.4410618
7501041005,7501041,KOTARAJA,0.5753294,122.4863492
7501041006,7501041,TABONGO,0.5313659,122.4806894
7501041007,7501041,"TANAH PUTIH",0.5677536,122.4184108
7501041008,7501041,"TANGGA BARITO",0.6847242,122.3334258
7501042001,7501042,BOLIHUTUO,0.4889829,122.1916328
7501042002,7501042,TAPADAA,0.4829008,122.2058206
7501042003,7501042,RUMBIA,0.5329659,122.2086579
7501042004,7501042,HUTAMONU,0.6895649,122.2256803
7501042005,7501042,BOTUMOITO,0.5889234,122.2427
7501042006,7501042,TUTULO,0.4943883,122.3022476
7501042007,7501042,PATOAMEME,0.4904491,122.2909078
7501042008,7501042,POTANGA,0.520452,122.2937428
7501042009,7501042,DULANGEYA,0.880079,122.151897
7501050004,7501050,TANGKOBU,0.6146016,122.5994817
7501050005,7501050,MOLOMBULAHE,0.6168166,122.5683826
7501050006,7501050,WONGGAHU,0.6168943,122.5570715
7501050007,7501050,SARIPI,0.6231562,122.5203019
7501050008,7501050,"BONGO NOL",0.5992765,122.497668
7501050009,7501050,"SUMBER JAYA",0.6336719,122.4495547
7501050011,7501050,MUTIARA,0.6649783,122.5570715
7501050017,7501050,"KARYA MURNI",0.5804366,122.6249195
7501050018,7501050,GIRISA,0.5164495,122.6418745
7501050021,7501050,"KUALA LUMPUR",0.6467961,122.5768651
7501050022,7501050,TENILO,0.6249823,122.5457592
7501050023,7501050,MUSTIKA,0.652992,122.5514155
7501050024,7501050,HUWONGO,0.6014491,122.472199
7501050025,7501050,"BONGO TUA",0.6752382,122.5259596
7501050026,7501050,REJONEGORO,0.628671,122.591001
7501050027,7501050,"BALATE JAYA",0.6009951,122.5401025
7501050028,7501050,HULAWA,0.6450163,122.5457592
7501050029,7501050,DILOATO,0.7013951,122.5174729
7501050030,7501050,PERMATA,0.6770526,122.5514155
7501050031,7501050,"BATU KRAMAT",0.6233131,122.497668
7501050032,7501050,SOSIAL,0.6127359,122.5796924
7501050033,7501050,BUALO,0.6378431,122.4269055
7501050034,7501050,"UPT SP6",0.618877,122.5598994
7501051001,7501051,"MEKAR JAYA",0.6651136,122.4856043
7501051002,7501051,HARAPAN,0.6956125,122.4863492
7501051003,7501051,"SUKA MAJU",0.7197203,122.4863492
7501051004,7501051,MAKMUR,0.716196,122.424074
